State,Year,CVD_DALY,CVD_DALY_LL,CVD_DALY_UL,CVD_YLD,CVD_YLD_LL,CVD_YLD_UL,CVD_YLL,CVD_YLL_LL,CVD_YLL_UL,CVD_Death,Death_LL,Death_UL,CVD_Prevalence,CVD_Prev_LL,CVD_Prev_UL,CVD_Incidence,CVD_Inci_LL,CVD_Inci_UL,Stroke_DALY,Stroke_DALY_UL,Stroke_DALY_LL,Stroke_YLD,Stroke_YLD_LL,Stroke_YLD_UL,Stroke_YLL,Stroke_YLL_LL,Stroke_YLL_UL,Stroke_Death,Stroke_Death_LL,Stroke_Death_UL,Stroke_Incidence,Stroke_Inci_LL,Stroke_Inci_UL,Stroke_Prevalence,Stroke_Preva_LL,Stroke_Preva_UL
Madhya Pradesh,2008,3950.95,3495.48,4342.15,171.17,124.47,221.83,3779.77,3349.12,4177.24,142.44,125.23,157.52,3519.04,3273.81,3776.68,462.42,428.69,498.9,1202.91,1057.49,1344.74,75.44,54.51,96.14,1127.47,988.46,1271.83,46.71,40.5,52.75,71.16,63.98,79.32,503.36,454.62,555.04
Madhya Pradesh,2009,3893.55,3508.95,4279.04,173.86,125.69,224.3,3719.69,3326.12,4103.65,139.58,122.95,154.89,3582.43,3326.7,3862.25,465.51,431.24,503.73,1171.1,1051.23,1298.68,76.07,55.03,97.12,1095.03,977.53,1221.87,44.99,39.53,50.55,71.62,64.39,79.78,508.89,456.55,562.1
Madhya Pradesh,2010,3905.13,3501.48,4300.21,176.55,128.41,227.21,3728.59,3325.77,4120.2,139.25,123.12,154.49,3644.41,3379.04,3928.65,470.28,434.98,509.53,1155.35,1028.32,1285.1,76.71,54.71,97.84,1078.63,950.38,1210.66,43.84,38.31,49.6,72.28,65,80.46,513.41,460.08,569.19
Madhya Pradesh,2011,3990.8,3559.11,4376.55,180.39,130.71,233.37,3810.41,3399.85,4209.74,142.87,125.57,158.16,3723.86,3451.23,4015.84,477.98,442.41,517.71,1167.49,1040.98,1298.81,77.84,56.22,99.19,1089.64,966.08,1223.75,44.3,38.83,50.45,73.24,65.9,81.58,520.8,467.89,574.35
Madhya Pradesh,2012,4108.34,3669.61,4519.02,185.02,133.68,239.02,3923.32,3491.66,4325.17,148.65,130.9,164.56,3813.07,3539.7,4101.37,486.17,450.05,525.14,1191.4,1049.86,1315.64,79.12,56.88,101.59,1112.28,965.26,1235.38,45.51,39.41,50.81,74.27,66.91,82.59,528.94,477.21,581.85
Madhya Pradesh,2013,4154.06,3722.71,4553.76,189.96,136.75,246.24,3964.11,3552.33,4374.17,152.86,135.66,168.97,3902.9,3633.17,4198.58,494.2,458.12,532.79,1208.42,1075.24,1335.33,80.62,58.46,102.56,1127.8,993.42,1257.01,46.93,41.3,52.48,75.32,67.86,83.7,538.59,487.66,591.45
Madhya Pradesh,2014,4090.4,3636.97,4515.74,194.52,141.07,252.09,3895.88,3460.94,4308.16,152.62,134.16,169.34,3985.57,3712.49,4287.89,501.88,465.72,540.13,1195.81,1061.4,1327.29,82.15,59.19,104.35,1113.67,981.79,1245.4,46.92,40.94,52.78,76.42,68.87,84.84,548.77,497.64,599.56
Madhya Pradesh,2015,4162.98,3726.01,4586.13,198.35,142.92,256.16,3964.63,3533.11,4371.45,155.17,136.71,172.22,4058.33,3776.88,4352.53,509.15,472.15,547.15,1218.51,1075.93,1356.05,83.67,60.77,106.33,1134.84,994.29,1268.98,47.6,41.47,53.44,77.62,70.13,86.08,559.37,506.11,611.6
Madhya Pradesh,2016,4161.39,3673.93,4654.84,202.66,146.38,261.33,3958.74,3473.88,4445.12,155.7,135.49,174.97,4122.11,3846.22,4430.94,515.09,477.26,554,1219.52,1068.49,1377.25,86.79,62.38,111.49,1132.73,978.71,1285.59,47.79,41.27,54.4,79.9,71.67,89.12,581.75,525.58,641.35
Madhya Pradesh,2017,4166.33,3610.48,4763.22,206.49,149.04,265.76,3959.84,3415.18,4569.33,156.62,134.75,179.26,4181.11,3885.79,4482.05,521.63,481.64,563.59,1222.25,1056.05,1387.99,89.79,64.72,115.22,1132.46,967.39,1299.52,48.09,40.96,55.3,82.43,73.46,92.88,604.05,538.36,669.09
Madhya Pradesh,2018,4227.93,3599.79,4903.48,209.17,151.86,270.34,4018.75,3387.52,4698.62,160.98,134.48,187.62,4239.34,3938.44,4550.97,530.54,489.29,571.75,1239.71,1057.6,1439.3,91.35,65.66,117.36,1148.36,964.57,1351.8,49.36,41.31,58.05,84.53,75.31,95.2,614.54,551.48,681.71
Madhya Pradesh,2019,4251.57,3563.15,4993.59,210.92,152.27,272.06,4040.65,3368.02,4765.46,163.03,136.29,191.48,4284.77,3972.32,4606.82,538.73,496.88,580.57,1246.64,1043.67,1466.46,92.71,66.3,118.79,1153.93,948.93,1369.48,49.91,41.28,58.6,86.86,77.52,97.9,624.21,560.07,690.18
Maharashtra,1990,4094.47,3441.52,4770.56,173.44,124.67,224.39,3921.03,3273.31,4611.2,145.61,122.56,170.23,3417.36,3159.26,3676.3,433.91,399.37,470.1,1210.96,990.36,1444.68,76.69,55.15,98.75,1134.27,913.85,1364.6,45.92,37.17,54.96,69.69,61.97,79.12,522.54,467.56,581.52
Maharashtra,1991,4164.6,3516.15,4811.41,174.73,125.92,225.69,3989.87,3334.5,4628.7,149.02,125.31,171.94,3463.16,3210.88,3720.68,445.66,410.79,482.78,1233.52,1004.2,1461.35,76.87,55.49,98.23,1156.64,929.53,1381.11,47.12,37.78,56.13,70.23,62.57,79.27,522.58,470.5,577.25
Maharashtra,1992,4196.54,3616.52,4783.03,176,127.03,226.38,4020.54,3448.67,4615.61,151.15,129.97,172.35,3508.82,3264.28,3760.7,456.34,421.08,493.09,1249,1039.97,1454.59,77.11,55.63,98.69,1171.89,964.45,1383.34,48.03,39.43,56.13,70.65,63.03,79.59,523.83,474.26,578.63
Maharashtra,1993,4166.68,3639.4,4680.77,177.31,127.12,227.31,3989.37,3461.09,4509.93,150.82,131.61,169.83,3554.09,3303.35,3806.15,466.02,430.71,503.13,1234.17,1026.34,1422.3,77.37,56.11,98.37,1156.8,950.82,1346.22,47.67,39.11,55.19,71,63.39,79.62,524.93,474.71,576.93
Maharashtra,1994,4151.25,3616.06,4631.45,178.94,129.2,231.36,3972.32,3437.91,4446.2,150.34,130.34,167.96,3602.74,3351.85,3858.58,474.79,438.81,513.49,1220.17,1019.37,1399.81,77.75,55.62,99.17,1142.42,941.19,1326.76,47.18,38.84,54.67,71.34,63.74,80.04,527.16,477.87,579.32
Maharashtra,1995,4121.71,3673.56,4600.08,180.86,130.16,235.5,3940.85,3484.95,4413.5,150.01,132.87,167.45,3654.53,3407.07,3916.03,482.45,446.77,522.28,1209.67,1016.64,1373.7,78.33,56.35,100.35,1131.34,939.47,1299.08,46.98,39.03,53.91,71.7,64.12,80.42,530.51,481.49,582.88
Maharashtra,1996,4196.51,3714.82,4620.09,182.87,130.58,236.29,4013.64,3521.53,4451.35,154.04,134.52,170.27,3706.66,3455.56,3967.26,487.96,450.81,527.13,1231.95,1027.4,1395.33,79.07,57.01,101.27,1152.88,950.43,1317.02,48.19,39.38,54.88,71.7,64.22,80.41,535.39,486.58,587.64
Maharashtra,1997,4542.39,3971.44,5007.49,184.7,133.09,238.05,4357.69,3778.25,4818.54,167.63,145.28,184.99,3755.76,3504.17,4006.3,490.47,452.81,530.71,1330.99,1092.17,1501.02,79.79,57.44,101.83,1251.2,1011.22,1421.01,52.42,42.38,59.42,71.02,63.68,79.43,540.36,487.74,598.1
Maharashtra,1998,4614.05,4105.26,5075.71,186.31,133.98,241.76,4427.74,3924.41,4894.19,171.33,151.85,189.06,3799.64,3541.64,4069.56,491.53,453.55,532.33,1352.03,1120.41,1522.19,80.51,57.88,102.73,1271.52,1033.34,1440.45,53.65,43.52,60.6,70.05,62.85,78.44,545.72,490.05,602.95
Maharashtra,1999,4640.41,4138.11,5108.35,188.17,136.02,244.18,4452.24,3959.29,4913.08,171.52,152.9,188.95,3845.93,3574.73,4113.12,493.49,454.73,534.54,1349.35,1157.19,1503.04,81.29,58.92,104.09,1268.06,1069.3,1422.36,53.46,45.2,60.06,69.3,62.22,77.63,550.24,492.88,609.25
Maharashtra,2000,4592.05,4144.27,5027.48,190.38,136.32,247.18,4401.67,3952.13,4844.39,170.94,153.22,188.43,3899.81,3629,4181.01,498.39,458.55,540.25,1332.72,1150.97,1484.82,82.1,58.83,105.38,1250.62,1066.36,1401.9,53.12,45.37,59.27,69.23,62.12,77.47,555.61,492.78,619.17
Maharashtra,2001,4591.63,4102.68,5048.96,192.97,138.3,248.87,4398.67,3923.73,4840.56,172.82,154.77,189.64,3962.53,3682.59,4244.28,509.15,469.26,551.48,1332.02,1162.04,1490.86,82.97,59.69,106.53,1249.05,1074.81,1411.13,53.54,45.87,60.11,69.77,62.64,77.96,560.97,500.69,622.91
Maharashtra,2002,4416.5,4000.81,4847.46,195.79,141.13,253.43,4220.72,3823.78,4649.62,167.51,152.18,184.26,4036.2,3766.38,4314.34,524.7,485.12,567.01,1278.74,1134.62,1418.24,83.78,60.33,106.92,1194.96,1047.53,1332.76,51.67,45.09,57.56,70.4,63.18,78.64,566.46,507.01,624.73
Maharashtra,2003,4154.25,3784.36,4554.89,199.18,144.35,257.88,3955.07,3578.36,4358.71,157.9,142.97,173.38,4118.3,3844.7,4390.93,542.64,501.94,586.11,1194.59,1065.01,1320.26,84.87,61.9,107.58,1109.72,982.09,1231.5,48.21,42.66,53.69,71.15,63.78,79.47,571.78,517.68,630.44
Maharashtra,2004,3882.47,3532.24,4270.45,202.79,146.61,261.53,3679.68,3325.2,4067.5,147.35,133.63,162.37,4208.39,3927.92,4489.5,560.31,519.36,603.18,1103.33,980.46,1228.73,85.89,62.45,109.33,1017.44,894.24,1142.68,44.38,39.29,49.9,72.05,64.66,80.46,577.96,520,636.96
Maharashtra,2005,4013.42,3637.58,4403.75,206.53,149.21,266.45,3806.89,3432.48,4186.5,154.16,139.02,168.8,4300.16,4021.41,4583.57,573.83,531.71,618.29,1137.06,1010.57,1257.67,86.94,63.95,110.56,1050.11,924.44,1173.55,46.3,40.7,51.58,72.98,65.45,81.41,584.36,527.33,641.45
Maharashtra,2006,4127.37,3758.71,4534.21,210.44,151.28,272.78,3916.94,3543.99,4297.76,160.08,144.91,174.97,4397.55,4112.48,4687.92,581.87,539.19,627.41,1163.19,1035.5,1292.2,87.9,63.8,111.97,1075.29,951.19,1200.35,47.73,42.44,53.13,73.9,66.33,82.37,591.1,535.61,647.13
Maharashtra,2007,4288.15,3928.37,4706.63,214.73,154.83,279.19,4073.42,3710.74,4482.48,167.2,151.81,183.72,4501.38,4204.89,4803.78,585.59,542.03,632.99,1201.94,1074.47,1331.94,88.87,64.38,113.47,1113.07,990.04,1239.1,49.5,43.92,55.07,74.73,67.14,83.51,597.37,538.58,657.39
Maharashtra,2008,4469.3,4089.89,4875.45,218.96,157.92,282.85,4250.34,3868.26,4648.72,175.37,159.43,191.6,4607.77,4293.85,4922.36,587.13,541.74,635.59,1251.49,1103.42,1374.31,89.65,64.96,114.67,1161.85,1016.83,1289.35,51.85,45.83,57.6,75.57,67.92,84.55,603.69,544.35,666.34
Maharashtra,2009,4493.71,4077.54,4881.44,223.47,161.8,290.08,4270.23,3860.76,4663.39,174.68,157.93,190.62,4715.03,4381.2,5064.11,589.51,542.3,640.87,1237.01,1098.52,1357.82,90.65,65.89,115.96,1146.36,1005.35,1261.93,50.73,44.4,55.81,76.6,68.98,85.73,610.86,550.48,675.57
Maharashtra,2010,4546.26,4110.6,4948.64,228.04,163.94,294.83,4318.22,3903.1,4716.11,175.97,160.12,191.83,4822.99,4472.02,5179.43,595.95,548.08,647.93,1235.85,1094.14,1358.39,91.7,66.35,117.69,1144.15,999.77,1262,50.37,44.07,55.7,77.98,70.22,87.15,618.38,553.02,686.28
Maharashtra,2011,4704.34,4296.7,5123.02,233.49,168.78,302.03,4470.85,4055.9,4887.93,184.84,167.88,201.46,4941.22,4587.19,5312.15,607.98,559.83,660.81,1270.48,1128.37,1399.81,93.22,68.01,119.73,1177.26,1036.35,1304.02,52.32,45.78,57.67,79.92,72.04,89.37,628.36,564.15,694.77
Maharashtra,2012,4737.99,4320.58,5096.7,240.11,173.13,311.11,4497.87,4087.41,4868.56,189.09,171.49,205.07,5070.6,4726.21,5424.86,622.51,575.91,674.98,1261.36,1100.3,1381.24,95.39,68.97,121.88,1165.97,1004.57,1284.16,52.48,45.19,57.81,82.27,74.09,91.86,642.08,581.05,705.6
Maharashtra,2013,4622.92,4216.8,5005.11,247.1,178.43,320.96,4375.83,3988.51,4754.78,187.86,170.36,203.98,5202.32,4854.37,5574.68,638.25,590.67,688.93,1217.79,1069.25,1331.66,97.79,71.13,125.18,1120,975.71,1231.86,51.56,44.73,56.88,84.9,76.4,94.8,657.35,598.94,723.09
Maharashtra,2014,4548.57,4159.28,4934.64,254.05,183,329.04,4294.52,3916.71,4655.97,184.75,168.84,200.77,5334.02,4979.57,5712.54,654.04,606.31,706.42,1188.52,1046.37,1308.09,100.43,72.83,127.71,1088.09,949.91,1201.23,50.05,43.82,55.55,87.67,78.66,98.01,674.53,615.97,737.36
Maharashtra,2015,4797.28,4367.24,5233.31,260.4,187.39,339.77,4536.88,4104.95,4956.92,193.69,176.44,210.89,5457.53,5095.8,5845.77,668.28,619.92,721.14,1266.59,1109.95,1397.46,102.98,74.71,131.16,1163.61,1001.86,1292.87,52.73,45.71,58.63,90.43,80.95,101.34,691.01,627.56,754.7
Maharashtra,2016,5091.43,4512.47,5603.81,267.55,192.6,348.12,4823.89,4251.67,5333.66,208.17,184.95,229.44,5575.89,5211.11,5965.48,677.87,626.93,731.83,1354.99,1168.08,1519.7,107.19,77.53,137.36,1247.81,1067.22,1415.07,57.06,49.14,64.3,94.25,84.51,106.15,720.41,652.17,791.41
Maharashtra,2017,5162.8,4511.57,5820.62,273.72,197.19,355.69,4889.08,4223.83,5574.04,213.37,185.51,242.22,5682.25,5286.46,6087.47,687.39,633.35,745.35,1373.9,1158.06,1568.02,110.95,80.63,141.99,1262.95,1046.21,1464.62,58.43,49.2,67.23,97.96,87.46,110.35,747.3,669.64,827.85
Maharashtra,2018,5172.39,4429.95,6000.05,278,200.15,358.73,4894.39,4153.02,5734.35,215.75,183.99,250.42,5777.86,5386.65,6179.94,701.02,646.65,759.06,1364.27,1130.63,1590.56,113.06,81.44,146.03,1251.22,1015.64,1475.37,58.57,48.01,68.47,100.7,90.13,113.82,760.89,681.24,843.01
Maharashtra,2019,5266,4323.26,6258.27,281.33,202.41,364.87,4984.67,4033.49,5964.74,221.43,180.49,262.86,5862.57,5467.4,6260.46,714.68,657.82,771.46,1388.99,1133.55,1663.45,114.87,82.93,147.95,1274.13,1012.25,1551.49,60.06,48.25,72.25,103.42,92.36,116.57,773.11,693.96,856.16
Manipur,1990,3217.79,2657,3903.23,179.58,129.16,231.27,3038.21,2473.84,3706.91,112.28,92.33,136.67,3369.88,3134.58,3610.48,423.6,389.26,461.1,1371.49,1113.27,1673.02,86.09,61.66,111.48,1285.41,1024.05,1582.51,49.84,39.93,61.07,84.28,75.78,94.66,586.83,526.12,650.05
Manipur,1991,3269.08,2663.96,3950.14,180.77,131.11,232.72,3088.31,2474.98,3762.15,114.74,92.89,138.41,3402.9,3170.59,3646.09,430.99,395.37,469.22,1393.55,1114.32,1687.75,86.26,61.36,110.71,1307.29,1023.6,1602.76,50.92,40.24,62.03,85.15,76.52,95.41,587.46,531.86,647.15
Manipur,1992,3308.97,2724.48,4003.78,181.72,131.93,232.2,3127.25,2546.39,3833.31,116.49,96.04,141.77,3432.85,3204.24,3668.28,437.5,401.16,476.08,1409.06,1141.33,1726.05,86.29,61.73,110.77,1322.77,1055.45,1635.13,51.65,41.8,63.67,85.76,77.06,95.58,587.87,536.12,645.04
Manipur,1993,3274.32,2682.97,3996.86,182.45,132.07,233.54,3091.87,2502.86,3831.96,115.98,95,142.06,3459.55,3226.09,3698.76,443.04,406.1,482.42,1395.49,1115.13,1724.12,86.35,62.3,110.09,1309.14,1030.76,1636.29,51.43,40.92,63.48,86.14,77.5,95.71,587.3,532.67,643.47
Manipur,1994,3242.48,2658.89,3951.86,183.07,131.72,234.97,3059.41,2465.28,3758.25,115.07,94.29,139.73,3485.83,3255.62,3722.82,447.53,410.51,487.07,1381.16,1113.15,1692.1,86.22,62.51,109.32,1294.93,1032.15,1608.39,50.99,40.79,63.39,86.33,77.82,95.89,586.51,536.03,640.32
Manipur,1995,3178.21,2613.74,3852.58,183.74,132.96,236.45,2994.47,2435.93,3665.91,113.42,93.39,138.38,3510.11,3285.87,3740.38,450.91,413.28,490.45,1351.67,1084.5,1639.65,86.19,62.36,109.94,1265.47,998.55,1544.79,50.16,39.61,60.93,86.36,77.91,95.96,585.84,531.89,639.47
Manipur,1996,3171.07,2584.48,3882.8,184.25,133.23,237,2986.83,2398.87,3689.15,114.12,93.08,138.98,3534.21,3305.85,3775.31,453.14,416.19,493.25,1348.47,1090.12,1658.37,86.24,62.06,109.78,1262.24,1002.24,1570.75,50.39,40.31,62.21,86.01,77.71,95.43,585.24,534.76,641
Manipur,1997,3253,2666.61,3928.77,183.9,133.16,235.32,3069.1,2482.56,3751.95,118.48,97.34,142.86,3552.66,3313.51,3786.09,453.5,416.29,493.83,1384.27,1122.43,1694.9,85.78,62.22,109.11,1298.49,1039.35,1612.81,52.31,42.55,64.56,84.93,76.88,94.6,582.48,527.56,638.93
Manipur,1998,3247.87,2673.76,3981.15,183.22,132.37,234.22,3064.65,2485.05,3785.26,119.69,98.44,146.14,3565.27,3326.9,3807.2,452.72,415.61,493.14,1378.37,1107.56,1701.99,85.24,61.07,108.95,1293.13,1026.61,1614.95,52.71,42.56,65.14,83.49,75.49,92.89,578.47,522.24,638.83
Manipur,1999,3168.45,2574.85,3831.62,182.75,131.88,233.75,2985.7,2385.09,3653.54,116.81,94.47,140.54,3577.84,3328.16,3820.37,452.18,415.58,492.18,1336.29,1058.31,1628.04,84.79,60.99,108.78,1251.5,967.89,1541.89,51.14,40.3,62.33,82.18,74.5,91.59,575.18,519.45,635.9
Manipur,2000,3142.15,2546.19,3818.68,182.97,132.19,234.17,2959.18,2358.84,3615.92,117.17,95.41,141.28,3593.24,3345.67,3843.7,452.88,415.48,492.93,1325.62,1066.27,1618.41,84.8,60.89,109.01,1240.83,981.63,1535.45,51.24,40.62,62.17,81.41,73.66,90.82,574.36,514.8,637.75
Manipur,2001,3158.18,2529.12,3877.87,183.92,133.09,235.43,2974.26,2341.84,3682.62,119.57,96.2,144.07,3613.68,3369.44,3858.66,456.52,419.25,496.87,1334.58,1057.29,1641.96,85.24,61.09,109.15,1249.34,973.39,1554.41,52.15,41.51,63.88,81.2,73.37,90.41,576.49,518.85,638.86
Manipur,2002,3150.8,2521.64,3825.73,184.96,133.83,237.22,2965.84,2349.48,3668.72,120.32,97.18,144.25,3634.98,3395.51,3878.78,461.9,424.48,503.1,1330.92,1050.21,1631.5,85.76,61.12,109.77,1245.16,972.3,1555.77,52.26,41.65,63.42,81.03,73.34,90.26,580.77,524.6,638.28
Manipur,2003,3101.92,2508.07,3782.33,186.15,135.52,239.66,2915.76,2323.27,3601.9,118.81,97.25,141.63,3658.3,3416.52,3897.62,467.98,429.73,509.73,1311.06,1041.33,1617.34,86.28,61.75,110,1224.78,964.05,1528.79,51.46,41.5,62.82,80.96,73.07,89.94,585.38,530.63,639.45
Manipur,2004,2994.25,2355.77,3654.17,187.64,136.32,239.63,2806.61,2168.64,3478.34,114.31,91.85,136.72,3684.88,3450.56,3932.79,473.93,435.04,517.35,1257.5,988.69,1532.42,87.02,63.06,110.21,1170.48,905.01,1448.04,49.14,38.92,59.32,81.05,73.1,90.01,590.34,538.99,644.17
Manipur,2005,3018.29,2402.95,3698.03,189.16,138,242.53,2829.14,2213.29,3515.32,116.17,94.4,140.34,3715.3,3482.06,3953.69,478.4,438.67,521.78,1264.2,1006.46,1543.71,87.65,63.18,111.24,1176.55,920.74,1444.99,49.77,39.91,60.13,81.33,73.5,90.28,594.63,539.96,652.11
Manipur,2006,3111.43,2477.81,3779.2,191.07,138.88,243.89,2920.36,2291.47,3591.15,120.75,98.16,145.15,3757.53,3513.17,3997.31,481.36,442.17,524.35,1303.41,1037.71,1586.83,88.4,63.98,112.12,1215.01,944.63,1493.55,51.45,40.78,61.79,81.77,73.87,90.54,600.15,547.5,658.28
Manipur,2007,3180.32,2571.37,3842.72,193.12,139.43,247.59,2987.21,2386.22,3653.94,123.37,101.85,146.42,3806.88,3553.91,4061.76,482.42,443.44,524.26,1334.13,1072.65,1619.77,88.99,64.05,113.25,1245.13,979.69,1533.39,52.43,42.2,62.37,82.16,74.18,90.99,605.13,548.26,661.71
Manipur,2008,3261.32,2628.02,3930.87,195.44,141.39,250.9,3065.88,2431.5,3734.77,126.49,103.97,149.18,3862.24,3596.93,4118.09,482.79,443.77,524.42,1371.74,1100.87,1650.01,89.69,64.16,115.09,1282.05,1015.11,1563.96,53.75,43.71,63.64,82.59,74.6,91.51,610.41,550.72,671.96
Manipur,2009,3286.6,2652.29,3990.85,198.05,142.45,254.59,3088.55,2458.14,3790.78,125.8,101.75,148.88,3919.47,3647.68,4187.53,484.11,445.28,524.84,1389.75,1107.98,1674.59,90.52,64.84,115.76,1299.24,1020.86,1585.72,53.73,43,63.72,83.23,75.25,92.33,616.86,555.5,683.25
Manipur,2010,3327.85,2669.59,4077.51,201.05,146.12,259.17,3126.81,2463.17,3871.04,125.38,101.32,150.17,3981.63,3703.23,4265.45,488.12,449.27,529.42,1411.6,1129.9,1735.55,91.53,65.71,116.41,1320.07,1036.97,1640.9,53.7,43.14,64.36,84.24,76.06,93.44,624.02,558.44,692.13
Manipur,2011,3430.85,2757.98,4093.72,205.3,147.55,263.29,3225.55,2559.58,3888.58,129.47,105.03,151.38,4061.11,3780.46,4340.36,496.09,456.37,537.59,1457.62,1159.02,1748.86,93.09,67.38,118.66,1364.53,1071.35,1647.51,55.37,44.74,65.17,85.82,77.53,95.35,634.55,569.88,698.67
Manipur,2012,3465.61,2813.99,4151.27,210.24,152.2,270.55,3255.38,2619.55,3928.09,131.93,108.46,154.72,4146.53,3862.39,4427.59,505.28,464.56,547.97,1481.91,1192.81,1780.59,94.77,68.17,121.13,1387.14,1094.41,1689.64,56.46,45.56,66.75,87.75,79.2,97.48,646.94,583.95,710.24
Manipur,2013,3473.92,2795.37,4216.89,215.48,155.86,278.35,3258.43,2590.04,3993.25,134.6,110.02,159.97,4231.65,3942.07,4513.26,514.79,473.11,559.28,1482.16,1186.78,1803.79,96.67,69.73,123.38,1385.49,1089.8,1708.09,57.29,46.08,68.65,89.82,81.04,99.8,660.16,597.72,724.18
Manipur,2014,3436.59,2785.91,4125.86,220.48,160.44,283.7,3216.11,2571.57,3905.88,134.69,109.66,158.5,4312.15,4031.42,4613.91,524.08,481.52,569.59,1469.57,1186.53,1767.84,98.6,71.02,125.9,1370.97,1086.5,1669.27,57.23,46.53,68.31,91.91,82.99,102.09,673.68,614.07,737.71
Manipur,2015,3473.59,2792.04,4144.52,224.88,162.83,288.92,3248.71,2561.89,3918.37,135.32,109.59,158.79,4387.18,4096.8,4687.15,532.87,489.44,579.8,1490.74,1179.62,1791.69,100.58,72.96,127.36,1390.16,1074.8,1681.18,57.61,45.97,68.29,93.88,84.84,104.65,687.49,627.28,752.27
Manipur,2016,3484.27,2855.22,4143.63,229.56,165.34,295.07,3254.71,2649.44,3907.02,136.09,112.47,159.71,4464.35,4171.05,4768.78,539.59,495.86,587.35,1499.57,1227.89,1788.02,103.79,74.73,132.09,1395.78,1127.02,1677.99,58.04,47.85,68.63,95.63,85.82,106.71,710.25,645.57,779.45
Manipur,2017,3501.29,2857.02,4217.31,233.99,168.44,300.77,3267.3,2606.49,3968.81,137.18,112.56,163.21,4542.16,4238.91,4862.24,546.78,502.37,594.5,1507.1,1206.21,1850.1,106.95,76,136.22,1400.15,1097.87,1739.71,58.44,47.01,70.48,97.53,87.15,109.35,733.1,657.34,812.99
Manipur,2018,3579.24,2849.16,4305.49,237.05,171.18,303.49,3342.19,2619.74,4081.39,141.68,114.35,169.4,4611.86,4301.32,4928.86,557.23,511.28,605.92,1537.16,1215.56,1868.89,108.86,78.02,139.56,1428.3,1098.03,1764.6,60.15,47.5,72.59,100.2,89.43,112.22,746.9,670.53,832.19
Manipur,2019,3627.7,2877.92,4435.92,239.22,172.39,305.17,3388.48,2632.45,4182.47,144.1,114.75,172.14,4667.1,4354.89,4989.49,567.98,521.34,618.59,1557.1,1220.64,1935.65,110.63,79.45,142.72,1446.47,1113.05,1817.91,61.09,47.77,74.81,103.57,92.4,116.43,759.76,681.24,844.02
Meghalaya,1990,2068.96,1671,2711.26,137.23,99.02,177.15,1931.73,1541.88,2574.26,67.08,54.05,87.79,2582.84,2388.52,2778.18,320.83,294,348.9,789.46,632.85,1101.07,61.75,44.33,79.53,727.72,571.88,1044.65,27.38,21.68,39.76,57.67,51.36,64.33,414.49,371.92,459.78
Meghalaya,1991,2071.81,1671.19,2673.34,136.95,99.09,176.49,1934.87,1529.67,2533.77,67.5,54.27,87.39,2586.16,2398.41,2790.98,323.28,295.91,351.15,790.35,626.39,1065.88,61.27,43.72,78.74,729.07,561.37,1010.17,27.54,21.78,38.04,57.46,51.23,64.05,411.13,369.45,450.43
Meghalaya,1992,2068.93,1694.78,2718.8,136.72,99.12,175.93,1932.21,1546.37,2570,67.54,54.77,90.61,2589.5,2396.36,2789.83,325.31,298.02,353.81,788.72,627.27,1128.8,60.94,43.09,78.12,727.78,563.74,1070.77,27.53,21.88,40.8,57.16,51.04,63.59,407.93,368.37,448.9
Meghalaya,1993,2030.98,1642.38,2624.12,136.45,98.94,176.83,1894.54,1520.43,2498.9,66.54,54.35,87.42,2592.22,2404.48,2794.52,326.86,299.77,356.12,772.91,619.75,1038.49,60.58,43.38,76.79,712.33,560.53,966.52,27.06,21.59,36.61,56.79,50.81,63.13,404.39,366.22,442.88
Meghalaya,1994,2000.42,1627.33,2624.75,136.3,98.71,176.37,1864.13,1503.77,2471.76,65.49,53.42,86.07,2595.99,2412.04,2791.38,327.93,300.29,357.6,760.2,616.69,1058.73,60.31,43.2,77.13,699.89,558.87,1000.47,26.57,21.4,38.19,56.39,50.47,62.79,401.88,363.44,440.11
Meghalaya,1995,1950.15,1582.47,2598.05,136.3,99.05,176.31,1813.86,1450.1,2466.56,63.96,52.1,85.52,2601.11,2414.12,2800.87,328.52,300.53,358.21,739.7,593.81,1080.48,60.22,43.52,77.28,679.47,531.39,1019.12,25.89,20.53,38.46,55.98,50.18,62.36,400.53,361.94,438.41
Meghalaya,1996,1932.54,1583.14,2560.42,136.3,98.44,176.71,1796.24,1443.68,2387.9,63.75,52.28,83.64,2609.13,2435.39,2802.7,328.65,301.05,359.15,732.64,593.13,1014.99,60.08,43.19,76.24,672.56,533.67,966.68,25.76,20.81,36.4,55.51,49.79,61.8,399.92,360.7,438.34
Meghalaya,1997,1971.45,1618.02,2645.77,136.15,98.67,176.66,1835.3,1472.03,2509.93,65.65,53.78,87.88,2616.31,2436.14,2808.13,328.03,300.61,358.45,747.62,599.85,1042.81,60.01,43.43,76.79,687.62,538.53,994.27,26.54,21.07,37.35,54.84,49.17,61.12,399.33,360.09,440.49
Meghalaya,1998,1960.59,1588.11,2562.1,136.07,98.11,175.83,1824.52,1464.37,2416.37,65.76,53.94,86.96,2624.01,2439.94,2815.66,327.11,299.76,357.01,741.58,591.64,1011.4,60.07,42.77,77.43,681.51,532.56,959.7,26.55,21.19,37.38,54.11,48.58,60.44,399.1,357.98,442.87
