State,Year,CVD_DALY,CVD_DALY_LL,CVD_DALY_UL,CVD_YLD,CVD_YLD_LL,CVD_YLD_UL,CVD_YLL,CVD_YLL_LL,CVD_YLL_UL,CVD_Death,Death_LL,Death_UL,CVD_Prevalence,CVD_Prev_LL,CVD_Prev_UL,CVD_Incidence,CVD_Inci_LL,CVD_Inci_UL,Stroke_DALY,Stroke_DALY_UL,Stroke_DALY_LL,Stroke_YLD,Stroke_YLD_LL,Stroke_YLD_UL,Stroke_YLL,Stroke_YLL_LL,Stroke_YLL_UL,Stroke_Death,Stroke_Death_LL,Stroke_Death_UL,Stroke_Incidence,Stroke_Inci_LL,Stroke_Inci_UL,Stroke_Prevalence,Stroke_Preva_LL,Stroke_Preva_UL
Gujarat,1995,4256.47,3877.72,4660.38,160.18,116.8,207.32,4096.29,3704.56,4512.39,145.33,130.9,160.98,3301.38,3075.48,3536.02,445.04,410.91,481.25,863.99,754.73,1001.05,67.47,48.38,85.61,796.52,692.26,934.44,31.03,26.83,36.85,59.96,53.92,66.79,451.49,409.89,492.12
Gujarat,1996,4358.44,3973.74,4745.06,160.58,116.39,207.85,4197.86,3804.83,4586.41,148.61,134.12,163.29,3319.74,3097.22,3550.37,445.69,411.93,482.86,876.79,775.96,1003.79,67.52,48.43,86.02,809.27,708.76,940.17,31.48,27.36,36.8,59.5,53.45,66.25,452.12,409.84,495.39
Gujarat,1997,4467.94,4048.62,4860.49,160.82,116.29,206.53,4307.12,3888.87,4699.78,152.83,138.44,167.56,3333.53,3106.74,3557.18,443.6,410.4,480.04,893.46,793.47,1020.42,67.72,48.7,86.14,825.74,721.47,955.49,32.24,28.29,37.61,58.86,52.89,65.55,453.93,411.25,498.99
Gujarat,1998,4393.36,4017.48,4759.62,160.92,117.13,208.06,4232.43,3851.19,4592.9,150.32,136.86,163.33,3346.71,3102.68,3577.9,440.74,407.32,476.86,871.25,772.67,1006.63,67.85,48.79,86.55,803.4,710.34,937.22,31.51,27.64,37.17,58.2,52.27,64.98,454.33,407.38,500.14
Gujarat,1999,4293.64,3969.07,4675.92,161.35,116.64,209.66,4132.29,3812.47,4520.06,145.55,133.47,159.65,3365.97,3124.25,3600.87,439.45,405.2,476.89,843.22,756.95,961.68,68.13,48.64,87.89,775.08,690.98,900.09,30.33,26.85,35.95,57.75,51.86,64.54,455.94,408.88,505.01
Gujarat,2000,4226.91,3877.01,4580.47,162.31,116.56,210.38,4064.6,3715.27,4413.39,144.2,131.62,157.47,3395.36,3149.93,3633.35,441.59,406.22,480.2,826.05,742.28,936.92,68.52,49.23,88.57,757.53,674.68,869.29,29.85,26.28,34.49,57.65,51.74,64.46,458.78,407.67,509.29
Gujarat,2001,4235.14,3905.69,4594.89,163.7,118.52,211.15,4071.44,3734.78,4431.23,147.31,135.14,160.98,3437.28,3192.25,3669.32,449.85,414.17,488.7,833.86,748.38,945.17,69.07,49.74,88.3,764.8,680.89,876.89,30.61,27.08,35.5,57.84,51.88,64.56,462.57,414.77,512.31
Gujarat,2002,4283.02,3944.89,4661.15,165.05,119.78,212.99,4117.98,3779.37,4494.99,149.92,137.14,164.29,3482.43,3237.72,3712.27,462.89,427.02,501.2,837.45,753.21,951.81,69.46,50.11,88.75,767.99,684.98,880.46,30.9,27.39,35.79,58,52.07,64.67,465.25,417.74,514.73
Gujarat,2003,4172.11,3822.28,4546.27,166.59,120.35,214.36,4005.51,3642.87,4387.91,145.75,132.22,159.6,3534.66,3291.38,3772.57,478.11,441.6,517.68,810.43,723.76,924.81,69.9,50.65,88.65,740.53,657.2,857.52,29.74,26.3,35.06,58.23,52.35,64.91,467.67,423.96,514.06
Gujarat,2004,3920.78,3594.13,4283.98,168.46,122.14,216.75,3752.32,3426.72,4110.16,136.7,125.1,150.1,3594.32,3354.71,3839.24,492.92,455.66,534.05,761.45,684.37,865.33,70.41,50.88,89.99,691.05,617.59,794.26,27.8,24.78,32.13,58.61,52.41,65.33,471.42,427.39,516.05
Gujarat,2005,4103.66,3794.98,4462.21,170.78,124.14,220.14,3932.87,3616.11,4287.45,144.4,132.58,157.92,3658.07,3416.26,3909.79,503.59,465.64,546.98,794.4,715.11,897.15,71.15,51.76,90.43,723.25,645.75,824.43,29.36,26.04,33.85,59.12,52.87,65.88,476.19,433.77,521.69
Gujarat,2006,4343.6,3985.48,4699.53,173.44,126.29,222.54,4170.17,3804.33,4522.55,153.64,140.48,167.11,3728.54,3484.75,3981.42,509.36,470.53,551.88,828.5,753.15,942.64,71.92,52.16,91.64,756.58,681.82,865.79,30.69,27.6,35.61,59.74,53.48,66.59,482,436.78,526.66
Gujarat,2007,4507.89,4168.68,4875.67,176.69,128.29,227.94,4331.2,3989.97,4710.01,158.57,145.42,172.7,3808.72,3547.03,4070.7,512.01,473.04,554.56,843.47,765.31,959.63,72.89,52.87,92.95,770.59,693.8,880.6,30.96,27.8,36.11,60.36,54.17,67.25,489.46,444.11,536.86
Gujarat,2008,4533.14,4172.93,4909.19,180.25,130.93,233.45,4352.88,3986.61,4733.03,159.29,146.48,174.19,3894.03,3619.39,4169.94,513.55,474.25,555.78,836.91,760.56,946.97,73.87,53.4,94.05,763.04,694.05,872.14,30.53,27.52,35.4,61.05,54.84,67.98,496.95,447.65,549.25
Gujarat,2009,4405.87,4076.98,4767.14,184.19,134.04,238.27,4221.68,3890.96,4580.41,154.11,141.9,167.52,3987.1,3698.29,4272.26,516.53,476.27,558.77,805.63,736.83,908.97,75,54.29,96.89,730.63,664.63,831.02,29,26.21,33.54,61.9,55.53,68.91,504.83,451.88,557.33
Gujarat,2010,4514.14,4162.28,4879.09,188.24,136.46,243.75,4325.9,3975.77,4688.82,156.13,143.44,169.65,4082.92,3793.5,4375.19,523.48,483.01,567.02,814.32,740.93,914.38,76.14,54.25,98.28,738.18,665.57,841.52,28.82,25.95,33.25,62.97,56.39,70.03,512.38,456.4,569.28
Gujarat,2011,4675.12,4299.41,5073,193.22,140.07,249.46,4481.91,4116.86,4884.35,161.49,148.37,177.39,4198.23,3900.86,4496.48,536.76,495.67,580.52,831.82,752.45,940.98,77.38,56.01,98.98,754.44,679.92,861.15,29.29,26.27,34.11,64.34,57.76,71.62,521.34,469.65,576.29
Gujarat,2012,4757.16,4391.01,5174.4,199.53,144,258.21,4557.63,4179.24,4949.83,165.75,152.47,180.67,4332.54,4036.32,4643.27,553.82,511.56,598.83,839.02,763.56,938.91,79.03,57.14,101.06,759.98,686.51,858.37,29.57,26.57,33.84,65.89,59.19,73.57,532.02,477.58,584.86
Gujarat,2013,4747.32,4381.55,5138.51,206.04,149.62,267.84,4541.29,4184.52,4928.24,169.52,157.04,183.77,4469.2,4164.47,4784.57,572.16,529.77,617.29,840.54,765.33,939.48,80.8,58,102.85,759.74,684.96,853.67,30.28,27.3,34.88,67.57,60.84,75.52,544,490.94,598.97
Gujarat,2014,4691.2,4316.53,5079.23,212.05,154.02,273.58,4479.15,4105.4,4843.08,172.11,157.73,186.88,4596.71,4296.89,4924.11,589.46,545.87,635.34,841.18,758.23,941.08,82.6,59.39,104.98,758.58,680.95,853.13,30.93,27.61,35.11,69.35,62.47,77.32,556.61,505.92,610.97
Gujarat,2015,4927.27,4501.83,5326.16,217.23,158.81,282.27,4710.04,4308.52,5104.02,181.5,165.57,197.02,4707.92,4405.6,5040.69,603.48,558.53,649.89,890.81,796.62,995.66,84.47,60.84,107.66,806.34,713.34,912.9,32.81,28.87,37.52,71.27,63.96,79.48,569.54,519.08,621.37
Gujarat,2016,5106.75,4614.77,5626.13,223.09,162.3,288.36,4883.67,4392.7,5385.42,188.86,169.65,208.23,4807.92,4489.1,5142.78,608.67,562.08,656.43,928.16,815.83,1062.34,88.23,63.73,112.51,839.93,730.76,972.19,34.26,29.51,39.71,75.05,67.09,83.98,595.64,540.7,655.13
Gujarat,2017,5159.47,4560.48,5833.55,228.36,165.05,293.38,4931.11,4336.33,5608.32,191.81,168.63,217.64,4900.51,4561.3,5243.81,614,562.95,668.52,940.54,806.59,1089.55,91.71,66.25,117.94,848.83,723.36,1000.23,34.84,29.68,41.26,79.04,70.35,88.96,621.19,555.96,688.09
Gujarat,2018,5269.16,4511,6199.71,231.56,166.63,299.19,5037.61,4291.52,5963.85,197.89,169.19,230.86,4982.42,4635.91,5323.55,626.65,575.39,679.85,958.72,807.6,1150.12,93.36,67.16,119.54,865.36,714.61,1047.85,35.92,29.44,43.79,81.45,72.42,92.2,632.34,567.84,697.78
Gujarat,2019,5299.08,4391.64,6298.74,233.54,168.56,301.18,5065.53,4175.22,6060.83,200,164.94,237.14,5048.05,4705.34,5394.72,638.84,588.08,693.52,963.57,793.38,1176.24,94.67,68.38,122.11,868.9,703.42,1076.38,36.27,29.39,45.28,83.47,74.12,94.56,641.92,573.26,712.47
Haryana,1990,3419.49,2897.01,3949.66,143.3,104.12,187.19,3276.2,2760.23,3806.71,117.8,99.12,136.98,3052.05,2822.97,3284.68,387.95,356.23,423.73,688.07,551.88,870.18,52.92,37.9,67.83,635.15,498.69,814.38,25.4,19.93,33.26,53.46,47.63,60.17,341.83,300.9,384.54
Haryana,1991,3411.05,2891.16,3935.19,144.73,104.76,187.81,3266.33,2758.62,3787.65,118.35,99.9,137.94,3092.21,2865.8,3325.94,394.94,363.65,429.51,687.73,561.75,857.47,53.35,38.28,68.72,634.38,509.67,804.82,25.62,20.37,33.23,53.38,47.62,59.86,343.92,305,383.02
Haryana,1992,3387.63,2944.83,3886.41,145.93,105.8,191.02,3241.7,2796.49,3737.4,118.09,102.16,136.6,3127.09,2905.03,3364.32,400.9,368.95,435.07,684.1,566.48,843.36,53.73,39.22,68.48,630.37,511.28,792.15,25.61,20.5,33.28,53.21,47.57,59.53,345.93,308.08,383.49
Haryana,1993,3341.51,2920.26,3767.62,146.77,106.73,191.51,3194.74,2765.77,3627.31,116.87,101.29,133.81,3156.74,2934.59,3382.31,405.93,373.58,440.08,669.6,558.97,830.06,53.98,39.29,69.04,615.62,504.87,783.91,25.15,20.41,33.37,52.99,47.48,59.1,347.38,313.52,382.01
Haryana,1994,3241.42,2845.11,3609.15,147.8,107.21,191.71,3093.62,2694.41,3466.15,112.06,97,126.89,3188,2967.3,3408.49,410.25,376.82,445.2,639.16,531.61,821.66,54.21,38.99,69.33,584.95,477.42,759,23.81,19.24,32.33,52.8,47.32,58.91,348.68,312.57,383.08
Haryana,1995,3127.95,2786.42,3482.29,148.95,107.8,193.67,2979,2632.8,3339.5,107.72,94.29,122.76,3220.51,2993.47,3445.29,413.89,380.51,449.78,610.52,510.44,789.86,54.5,39.27,69.65,556.02,458.26,737.7,22.69,18.45,30.58,52.69,47.34,58.73,350.64,314.42,384.72
Haryana,1996,3075.33,2750.24,3399.28,150.01,109,194.01,2925.32,2602.43,3249.06,106.36,93.96,120.09,3253.3,3029.62,3482.89,417.26,383.74,452.21,595.96,502.65,759.73,54.8,39.22,70.01,541.16,448.53,705.75,22.22,18.17,29.95,52.55,47.08,58.59,352.5,316.15,387.52
Haryana,1997,3271.49,2880.83,3610.48,150.94,108.73,196.52,3120.55,2734.01,3463.93,113.89,99.34,129.07,3285.8,3066.49,3509.51,420.34,386.77,455.9,624.55,529.17,782.41,54.99,39.61,70.11,569.56,476.75,731.95,23.54,19.4,31.04,52.25,46.81,58.31,353.87,316.16,391.35
Haryana,1998,3397.32,3006.23,3733.18,151.77,109.93,196.98,3245.55,2868.99,3590.46,118.03,103.85,132.64,3314.01,3085.21,3547.59,423.12,389.39,459.88,637.61,544.14,834.65,55.18,39.22,70.52,582.43,493.04,775.35,24.09,19.99,32.99,51.89,46.5,57.85,354.75,316.91,395.2
Haryana,1999,3781.15,3380.2,4147.25,152.47,110.65,197.69,3628.69,3228.88,3998.67,130.26,115.8,144.99,3342.03,3117.91,3575.98,425.86,392.03,463.42,698.34,597.46,877.18,55.31,39.73,71.08,643.03,543.29,824.58,26.36,22.04,35.34,51.61,46.28,57.47,356.22,317.07,399.39
Haryana,2000,4016.88,3603.73,4451.55,153.36,111.41,199.27,3863.52,3441.53,4290.1,139.09,123.55,155.65,3368.12,3129.1,3607.71,428.76,394.26,466.28,736.72,633.24,925.28,55.64,39.96,71.68,681.08,576.7,869.59,27.98,23.58,36.74,51.57,46.28,57.37,358.06,316.35,401.67
Haryana,2001,3984.96,3575.76,4368.11,154.87,112.23,200.96,3830.09,3442.3,4207.84,139.9,124.54,154.77,3404.47,3165.68,3647.97,436.19,401.77,473.31,726.25,618.88,917.01,56.42,40.18,72.98,669.82,562.63,865.18,27.73,23.05,37.24,51.89,46.62,57.7,363.17,321.59,404.5
Haryana,2002,3809.66,3464.61,4161.01,157.04,113.89,204.02,3652.62,3304.6,4010.17,134.33,120.91,149.5,3454.3,3216.45,3699.55,449.57,414.97,488.47,688.96,598.73,867.65,57.61,41.67,74.18,631.35,544.36,812.33,26.31,22.35,35.04,52.48,47.11,58.23,372.17,330.85,414.74
Haryana,2003,3570.11,3230.2,3937.87,159.79,115.76,207.24,3410.32,3062.69,3776.53,125.78,112.76,141.12,3516.73,3286.84,3760.89,465.9,430.13,505.66,641.97,566.64,824.45,59.08,42.47,75.68,582.89,506.99,768.21,24.36,21.08,33.13,53.26,47.84,59.1,383.21,344.09,424.57
Haryana,2004,3226.55,2939.55,3564.76,162.9,118.85,211.53,3063.66,2787.8,3403.99,113.17,102.99,126.74,3589.9,3356.11,3835.99,482.02,444.97,522.33,579.3,512.14,726.57,60.54,43.56,77.24,518.75,452.6,672.73,21.76,18.81,29.37,54.16,48.66,60.24,394.44,354.78,436.88
Haryana,2005,3283.03,2999.07,3602.35,166.07,121.07,215.67,3116.97,2842.84,3437.53,116.5,105.34,130.13,3664.02,3421.9,3905.4,493.66,454.75,534.41,590.48,524.36,744.19,61.86,44.61,78.77,528.63,467.37,679.29,22.43,19.62,29.91,55.05,49.42,61.19,404.07,364.08,446.37
Haryana,2006,3528.53,3232.95,3859.81,169.34,123.46,220.06,3359.19,3069.21,3692.6,125.73,114.81,139.33,3742,3500.52,3995.53,500.66,461.47,541.67,609.03,545.37,773.83,63,45.81,80.91,546.02,484.59,713.41,23.15,20.43,31.27,55.85,50.18,62.08,412.53,370.31,456.68
Haryana,2007,3899.56,3561.38,4268.6,172.85,125.45,224.39,3726.7,3394.11,4095.46,138.87,126.93,153.47,3824.95,3565.06,4090.27,505.49,465.51,548.5,657.87,584.49,829.16,64.03,46.18,82.17,593.84,521.99,774.04,24.98,21.85,34.22,56.58,50.77,62.89,420.03,377.55,465.16
Haryana,2008,4372.31,4001.52,4802.23,176.39,128.43,229.42,4195.92,3826.78,4623.61,155.99,142.41,174.38,3908.27,3636.63,4197.41,508.97,467.65,551.99,729.14,657.56,905.85,64.97,46.75,83.32,664.17,595.01,840.76,27.75,24.79,37.22,57.27,51.48,63.68,427.63,379.31,477.03
Haryana,2009,4472.64,4126.64,4870.33,180.07,130.36,233.62,4292.57,3952.06,4690.52,157.14,144.79,172.45,3994.45,3723.31,4278.38,513.12,470.76,557.48,736.09,664.85,927.17,65.97,46.92,85.13,670.12,604.76,867.74,27.52,24.6,37.48,58.07,52.29,64.7,435.4,385.07,486.97
Haryana,2010,4696.09,4351.47,5116.96,184.11,133.32,239.3,4511.98,4148.87,4924.58,162.93,149.39,179.51,4085.45,3796.54,4379.66,520.04,476.3,565.85,760.56,684.18,948.75,67.05,47.72,86.27,693.51,620.67,889.44,28.04,24.83,37.74,59.13,53.18,65.85,443.04,391.42,493.91
Haryana,2011,4854.71,4455.56,5350.78,189.25,137.36,245.32,4665.46,4270.23,5155.18,169.83,155.09,190.98,4200.81,3906.7,4510.05,531.88,488.12,576.55,777.06,694.31,969.06,68.36,48.55,88.2,708.71,630.27,908.4,28.81,25.53,39.22,60.52,54.46,67.47,452.35,401.65,504.15
Haryana,2012,4952.68,4576.2,5358.87,196.02,142.59,254.45,4756.66,4383.37,5171.12,175.39,161.64,192.43,4337.3,4037.78,4644.8,546.98,503.48,592.06,788.76,712.34,969.1,70.08,50.85,89.69,718.68,646.82,896.52,29.47,26.45,38.25,62.12,55.86,69.17,463.95,413.76,516.59
Haryana,2013,4975.18,4582.72,5398.06,203.09,147.15,264.15,4772.09,4386.99,5179.46,180.85,166.19,199.32,4479.03,4187.93,4790.29,563.07,518.43,609.4,803.42,721.04,964.72,71.86,51.92,91.63,731.56,651.03,892.64,30.76,27.29,39.68,63.86,57.42,71.02,475.86,425.46,527.95
Haryana,2014,4863.62,4484.84,5254.29,209.82,152.86,272.53,4653.8,4279.88,5048.86,179.48,164.09,197.05,4612.56,4314.6,4928.19,578.37,533.97,625.08,798.59,716.87,952.45,73.75,52.74,94.23,724.84,645.22,880.59,30.81,27.3,39.41,65.73,59.04,73.03,488.96,440.77,538.62
Haryana,2015,4815.41,4431.81,5213.24,215.36,156.15,280.13,4600.05,4224.64,4982.74,176,161.48,192.19,4728.25,4415.89,5055.22,591.19,546.52,638.68,780.88,700.27,924.68,75.55,54.75,96.75,705.32,628.58,855.14,29.69,26.33,37.42,67.77,60.88,75.41,501.55,452.01,554.83
Haryana,2016,4713.98,4309.27,5162.33,220.46,160.4,286.68,4493.53,4080.85,4945.55,174.58,158.6,193.46,4826.85,4513.5,5156.43,595.83,549.89,642.24,776.09,687,924.32,78.15,56.79,100.21,697.94,612.04,837.57,29.81,26.01,37.17,71.26,63.88,79.38,519.75,465.5,577.96
Haryana,2017,4679.01,4173.48,5264.59,225.06,163.36,291.88,4453.95,3947.06,5052.23,174.97,154.83,199.75,4916.09,4578.22,5268.62,600.56,552.34,651.86,778.96,677.4,922.84,80.73,57.61,103.4,698.23,598.27,835.89,30.15,25.89,37.15,74.82,66.86,83.72,537.96,475.2,602.14
Haryana,2018,4588.01,3956.25,5386.66,228.23,165.53,295.56,4359.78,3747.17,5148.92,172.91,148.67,203.78,4999.17,4647.36,5342.88,612.5,562.93,662.17,765.83,643.94,940.24,82.2,58.83,105.61,683.63,570.19,852.38,29.81,24.74,37.72,77.15,68.91,86.3,548.54,486.37,614.74
Haryana,2019,4588.07,3849.78,5388.21,230.73,167.46,299.36,4357.34,3630.5,5211.52,173.75,144.85,205.92,5069.54,4717.52,5441.69,624.18,573.89,674.81,765.49,630.81,946.45,83.7,60.25,107.21,681.79,552.95,868.51,29.9,24,38.34,79.25,70.7,89.07,559.08,493.5,629.26
Himachal Pradesh,1990,3832.99,3225.39,4593.71,185.24,132.48,239.47,3647.75,3037.89,4398.31,137.65,116.08,166.26,3759.86,3490.77,4037.78,465.97,426.64,509.93,956.87,772.76,1228.15,78.25,55.97,101.29,878.63,703.38,1154.28,36.07,28.74,48.1,72.55,64.79,81.2,523.2,467.92,581.3
Himachal Pradesh,1991,3875.16,3354.49,4580.81,186.88,134.56,242,3688.27,3153.44,4375.23,139.86,119.64,167.19,3807.46,3543.92,4083.08,472.88,434.77,516.92,967.45,806.78,1244.02,77.79,55.48,99.45,889.66,732.38,1165.83,36.71,30.01,48.48,72.06,64.53,80.49,520.16,468.41,575.15
Himachal Pradesh,1992,3854.56,3334.53,4488.7,188.38,135.95,243.58,3666.18,3128.03,4318.82,138.14,119.74,163.88,3856.09,3590.33,4124.51,479.65,440.63,523.42,960.55,799.97,1242.59,77.33,55.71,99.65,883.22,726.7,1179.68,36.28,29.78,48.5,71.55,64.23,79.83,517.45,469.29,569.2
Himachal Pradesh,1993,3799.16,3315.91,4406.23,190.3,137.53,246.39,3608.86,3136.36,4218.69,136.8,118.92,160.75,3910.12,3643.47,4189.94,486.37,447.1,530.26,943.19,785.04,1211.27,77.22,55.54,99.39,865.97,710.77,1118.88,35.79,29.3,47.41,71.06,63.83,79.14,515.68,465.04,565
Himachal Pradesh,1994,3780.57,3311.72,4381.24,192.47,139.54,248.66,3588.1,3118.13,4193.27,136.26,118.45,159.6,3968.02,3692.82,4253.25,492.9,452.75,537.67,933.76,787.59,1165.37,77.24,55.25,98.94,856.51,710.09,1095.22,35.45,29.5,46.45,70.64,63.53,78.54,515.26,468.24,564.86
Himachal Pradesh,1995,3702.26,3300.96,4285.47,194.71,140.43,252.43,3507.55,3107.51,4082.36,133.82,118.45,158.74,4028.24,3750.26,4328.95,499.2,458.5,544.67,912.42,771.48,1169.94,77.37,55.08,98.89,835.04,697.06,1101.81,34.75,28.75,46.67,70.3,63.26,78.09,515.54,467.79,565.2
Himachal Pradesh,1996,3601.47,3195.12,4198.76,197.35,142.7,254.69,3404.12,2999.59,3987.44,130.94,115.1,155.12,4099.46,3807.24,4396.1,505.8,464.64,551.44,878.28,743.42,1126.5,77.79,55.8,100.02,800.49,668,1050.87,33.62,27.94,44.54,70.07,63.03,77.91,518.3,469.79,566.88
Himachal Pradesh,1997,3816.97,3413.97,4324.52,199.67,144.65,257.91,3617.3,3205.68,4119.69,140.51,124.63,161.03,4171.4,3866.43,4461.26,511.82,469.72,558.15,928.16,792.16,1179.39,78.17,56.57,99.38,849.98,723.03,1105.4,36.02,30.51,47.97,69.71,62.64,77.67,520.22,470.11,572.07
Himachal Pradesh,1998,3714.08,3335.22,4273.49,201.86,147.53,263.89,3512.21,3132.95,4076.01,139.02,123.94,163.24,4243.3,3939.59,4548.89,517.41,474.37,564.61,908.42,779.8,1171.57,78.51,56.18,100.69,829.91,702.53,1101.52,35.82,30.18,47.91,69.28,62.14,77.36,522.26,467.18,576.33
Himachal Pradesh,1999,3727.52,3359.03,4229.43,204.06,147.82,263.58,3523.46,3144.68,4036.36,139.79,124.29,162.55,4313.61,4003.39,4610.23,523.46,478.94,570.83,911.69,791.9,1143.88,78.93,57,101.7,832.77,717.62,1067.14,36.08,30.74,46.82,68.95,61.78,76.97,524.11,467.37,577.4
Himachal Pradesh,2000,3742.24,3360.89,4306.67,206.27,149.19,267.01,3535.97,3167.32,4123.59,143.31,128.15,169.67,4378.93,4067.41,4691,529.94,483.97,578.94,919.2,800.56,1188.32,79.38,57.12,101.45,839.82,722.12,1100.25,36.97,31.64,49.3,68.81,61.67,76.94,527.84,468.79,585.91
Himachal Pradesh,2001,3785.62,3410.1,4359.28,208.79,151.44,269.89,3576.83,3205.93,4160.62,146.54,130.55,172.13,4442.26,4121.21,4764.6,538.47,492.48,587.94,927.54,802.98,1184.6,80.07,57.41,102.9,847.47,724.19,1108.08,37.63,31.86,49.6,68.82,61.7,76.81,531.85,476.52,589.52
Himachal Pradesh,2002,3889.32,3512.57,4475,210.81,153.49,274.84,3678.51,3311.8,4265.23,150.99,135.34,176.39,4500.74,4183.93,4814.61,548.29,501.64,598.88,942.28,828.68,1203.22,80.62,58.16,104.02,861.66,748.32,1123.86,38.36,33.17,50.47,68.76,61.73,76.54,536.7,484.32,589.57
Himachal Pradesh,2003,3967.64,3584.19,4614.84,212.95,154.47,274.99,3754.69,3363.8,4395.99,153.65,137.51,181.87,4557.07,4248.03,4874.95,558.53,510.25,609.23,953.06,834.92,1255.25,81.32,59.18,102.82,871.74,750.53,1176.33,38.68,33.34,51.56,68.71,61.79,76.37,540.34,485.96,592.51
Himachal Pradesh,2004,3811.03,3466.04,4389.84,215.28,156.36,280.85,3595.75,3257.91,4191.72,146.93,133.25,175.28,4621.83,4308.48,4936.88,568.81,520.36,620.2,906.86,797.11,1183.39,81.93,59.3,103.83,824.93,720.35,1086.96,36.63,31.77,49.61,68.83,61.99,76.31,545.43,495.85,594.28
Himachal Pradesh,2005,3803.09,3451.09,4378.55,218.14,157.54,282.04,3584.95,3249.22,4139.77,147.81,132.94,175.29,4696.78,4377.1,5008.48,578.04,528.67,629.32,899.42,792.85,1162.67,82.68,59.83,105.32,816.74,712.86,1084.61,36.7,31.82,49.2,69.22,62.43,76.84,550.53,500.68,600.13
Himachal Pradesh,2006,3791.04,3437.06,4410.46,220.42,159.81,285.27,3570.63,3203.39,4195.72,147.96,133.43,176.04,4764.84,4430.17,5086.23,584.77,535.23,636.52,879.82,773.75,1152.68,83.66,60.03,106.31,796.16,695.01,1079.3,35.95,31.42,49.05,69.82,62.97,77.46,557.11,505.37,609.8
Himachal Pradesh,2007,3753.78,3375.87,4383.94,221.25,160.38,287.27,3532.53,3169.69,4147.12,145.67,130.8,175.82,4807.51,4485.24,5142.6,587.91,538.52,640.29,858.55,748.02,1168.39,84.54,60.71,108.84,774.01,669.4,1089.57,34.75,29.87,49.33,70.38,63.43,78.09,564.06,510.21,616.15
Himachal Pradesh,2008,3843.23,3480.63,4531.28,221.48,159.81,286.99,3621.75,3253.37,4313.47,150.01,135.51,182.91,4842.82,4512.57,5171.35,589.62,540.15,643.4,868.46,761.04,1166.68,85.42,60.91,108.65,783.04,679.19,1082.6,35.23,30.37,50.12,70.98,63.84,78.87,571.59,518.13,628.69
Himachal Pradesh,2009,3812.38,3450.71,4452.03,222.4,160.63,287.65,3589.98,3220.11,4237.93,148.28,133.3,180.63,4888.59,4547.1,5230.27,592.5,542.74,647.46,841.16,738.87,1117.38,86.48,61.59,110.65,754.68,653.56,1035.78,33.86,29.1,48.72,71.74,64.42,79.77,579.48,522.43,638.94
Himachal Pradesh,2010,3907.35,3512.67,4606.05,225.35,163.27,291.63,3682,3296.73,4397.86,150.83,134.99,186.07,4967.3,4614.93,5311.69,599.43,547.46,654.84,838.28,732.79,1172.51,87.85,62.85,112.79,750.43,648.57,1090.48,33.34,28.44,49.76,72.8,65.38,81.01,588.61,526.95,653.16
Himachal Pradesh,2011,3982.1,3595,4678.73,230.87,166.58,298.97,3751.23,3378.15,4478.92,155.04,138.93,189.91,5093.4,4747.41,5448.68,612.61,560.02,667.79,834.8,727.36,1128.87,89.44,63.84,115.05,745.36,642.67,1040.11,33.39,28.37,48.35,74.19,66.78,82.43,600.25,542.98,664.34
Himachal Pradesh,2012,4045.32,3657.3,4659.15,238.04,172.15,309.17,3807.28,3411.18,4439.2,158.58,141.91,194.06,5239.78,4888.06,5604.69,628.6,575.41,685.86,827.94,726.4,1141.8,91.25,65.26,116.85,736.68,640.76,1056.67,33.3,28.6,49.77,75.66,68.09,84.07,612.12,552.66,673.84
Himachal Pradesh,2013,4242.09,3846.42,4905.65,245.85,177.91,318.76,3996.24,3606.06,4670.72,171.44,154.67,204.91,5392.82,5042,5754.64,645.46,592.4,702.9,880.6,771.27,1189.92,93.28,66.77,118.61,787.32,682.57,1104.35,36.61,31.43,52.78,77.16,69.44,85.65,625.47,567.35,687.46
Himachal Pradesh,2014,4123.42,3732.16,4738.52,253.19,183.09,327.81,3870.23,3482.23,4507.7,169.32,150.77,205.64,5539.97,5181.73,5910.83,661.88,606.81,720.01,858.73,754.36,1181.25,95.22,68.54,121.77,763.51,663.76,1099.97,36.2,31.3,53.8,78.75,70.78,87.36,638.98,581.98,702.01
Himachal Pradesh,2015,4232.96,3792.75,4870.87,259.53,186.4,338.11,3973.42,3533.99,4597.27,172.59,153.44,202.92,5672.89,5306.15,6068.32,676.92,619.6,737.22,875.92,766.82,1200.96,97.28,70.32,124.23,778.64,670.61,1109.71,36.57,31.33,53.12,80.54,72.4,89.33,653.51,591.53,712.97
Himachal Pradesh,2016,4516.23,4006.9,5241.56,268.25,194.4,347.33,4247.98,3751.86,4952.3,183.55,162.21,218.16,5850.89,5472.64,6222.19,694.76,637.3,756.89,926.02,800.03,1258.78,101.36,73.6,129.69,824.66,703.22,1162.61,38.55,32.9,55.83,84.59,75.97,94.51,681.88,616.6,748.73
Himachal Pradesh,2017,4577.28,3954.37,5357.37,276.81,200.63,358.53,4300.47,3683.2,5092.79,186.78,161.27,224.44,6025.83,5617.31,6440.97,713.22,652.9,779.67,939.73,793.38,1272.42,105.31,75.61,135.41,834.43,693.78,1181.47,39.2,32.84,56.16,89.14,79.28,100.29,709.33,636.65,787.26
