State,Year,CVD_Death,Death_LL,Death_UL,CVD_Prevalence,Prev_LL,Prev_UL,CVD_Incidence,Inci_LL,Inci_UL
Nagaland,2013,2239.92305799954,1817.01858001178,2666.83976482039,71772.1854873411,67187.697795565007,76419.7885892063,8668.3931748015,7966.86942161522,9397.05768210277
Nagaland,2014,2252.28368555004,1831.71621106292,2687.76250553927,73025.1914581409,68392.0859013891,77745.0182708613,8814.41705288557,8104.0862842561,9559.02434282037
Nagaland,2015,2246.66262932788,1835.54838645655,2693.76183628879,74134.373178259,69432.3788427432,78631.4934793073,8947.17219805694,8234.82744033754,9700.85642814365
Nagaland,2016,2273.18187182242,1877.2581467028201,2733.73498370574,75445.2259618197,70725.0874777609,80152.7041536407,9059.55001681313,8342.63128943092,9817.1182105677
Nagaland,2017,2307.28340707949,1852.48215335006,2749.11235109199,76738.1228850363,71859.3815435612,81393.4291989596,9177.29591812354,8460.16978591396,9960.03496182851
Nagaland,2018,2399.15277494704,1935.78819006762,2877.3184008374,77719.5939560924,72721.142357883,82553.1564153147,9322.34234815506,8589.29064765118,10110.1389096582
Nagaland,2019,2451.71845124975,1939.80999565403,2989.16666090688,78505.1800831085,73610.5963740282,83445.7737719667,9464.72285560521,8711.76013626662,10262.259624404
Odisha,2011,66889.906943958,58301.5261136141,77014.5526938455,1985603.31504809,1849130.99592119,2124600.38205178,242965.468998707,224324.702748765,262848.285645325
Odisha,2012,69814.5174971062,60985.7361660527,79707.4621548643,2060521.37092404,1920226.07240871,2199506.66769174,249107.463399437,230163.193509864,268813.772401002
Odisha,2013,71159.9901506797,61891.1961175815,81800.3241480174,2133924.74087316,1991830.91474991,2271613.66709857,254714.610130464,235842.594866919,274628.578717461
Odisha,2014,68847.3674535103,59913.8658096625,79386.261348337,2207412.16141933,2067014.55270956,2350475.20598338,260627.523446053,240731.284685912,280884.909945249
Odisha,2015,68187.4388534132,59508.8459795716,78758.652128696,2278137.34560793,2133853.83638949,2423941.37778151,267847.780136101,247128.269645854,288768.397664416
Odisha,2016,69278.579139934,59601.6816779062,80657.3093923714,2349503.00314342,2196909.46653604,2509312.12269684,277627.732525192,256077.72735362,300637.616114724
Odisha,2017,71911.6585322029,60162.5146879618,85220.4033070957,2420260.79222381,2263159.85843096,2591362.28783814,287841.517711459,264948.571760449,313028.971836469
Odisha,2018,74332.2209158567,61142.748067236,90561.7867768432,2491273.88922712,2324823.30271835,2663956.44096159,297311.10211418,273652.91633713,322327.010632371
Odisha,2019,76975.9277524078,61827.120640272,95717.3664264178,2557672.64401941,2391002.25609421,2737572.75692487,306760.980543446,281553.113269076,333030.726700077
Punjab,2011,69476.5813281658,61221.5031091845,75002.8246545794,1526757.87804753,1423281.35422747,1627764.21557045,197987.610599174,181746.839399002,214686.605693
Punjab,2012,72721.3772851935,62412.6147076776,78820.7545555845,1591394.97782515,1484236.10709488,1694738.76537115,207027.184039234,190526.800575479,223731.271611333
Punjab,2013,76432.5967892589,67452.6752359268,82791.3369363581,1657158.99037287,1550804.02358252,1764935.71784202,216693.069746271,199804.499855451,234004.295140987
Punjab,2014,79307.0907170473,68906.7128595128,86029.386030282,1721927.60068034,1613242.19117164,1831816.05312786,225898.095567194,208878.788343792,243903.778749645
Punjab,2015,79537.6538381075,69233.7972759397,85987.897683398,1783486.01534258,1669438.18268117,1898820.09033239,233634.184561321,216456.907505214,252499.157865688
Punjab,2016,80999.8368282659,71185.094165045,88277.6486777578,1852421.31274064,1729856.85803698,1975543.91086838,237203.832573149,218719.700277055,256295.60940689
Punjab,2017,82916.7398170147,70807.9399882632,92155.610748601,1919315.11225049,1788101.86224818,2052692.04179061,240905.908088669,220865.272202879,261826.381590795
Punjab,2018,87751.611271473,73370.6655377999,100659.246530448,1973760.61995409,1840396.14441207,2110529.42150199,248390.716352755,227901.191809665,269661.862209522
Punjab,2019,88809.6013971523,71639.1364970175,103560.865212606,2020971.20274627,1887048.79215954,2158484.56459052,255734.724015382,234716.495247169,277136.850392449
Rajasthan,2011,67917.3101581967,60020.4634667247,90230.6564062871,2766439.31996978,2564182.96821529,2966112.1291671,329219.439425959,303370.551859931,358336.891352783
Rajasthan,2012,71874.7292182703,62925.6781471505,93993.4266668381,2861047.86884731,2659414.59412872,3070375.98769808,339424.984621585,313421.362845363,368280.797444523
Rajasthan,2013,77718.9923420997,68382.7131961493,101292.687578714,2958527.62211078,2755631.09565733,3166825.21559932,350012.623155759,323362.332664284,379156.000548533
Rajasthan,2014,83709.902160848,73776.7394261646,109653.590314925,3055531.2149316,2850123.44125603,3286550.76686301,360710.184967693,333514.643992763,389437.778788699
Rajasthan,2015,90853.9772661513,79242.2495550216,119321.982150107,3151516.84311326,2934281.48580794,3372396.56193442,371476.398752189,343318.454414286,401067.444903059
Rajasthan,2016,92188.3896999162,79272.3388937691,122164.762281551,3308926.51605655,3078195.21249921,3549956.14312678,389205.517626498,358818.473768237,419532.071616607
Rajasthan,2017,93269.8490182852,79728.511935537,120950.147443408,3470201.99934667,3226690.6312715,3727993.32113323,407839.979876006,375296.430437555,442317.018121951
Rajasthan,2018,97368.6101482033,80487.2714370968,124977.868387548,3567504.28177212,3315621.97321856,3830470.04726661,420005.239827033,387070.900070625,453679.728082278
Rajasthan,2019,100596.956772345,80815.6020054329,136175.50222668,3648003.93691424,3379829.88505627,3911044.30252797,430184.368822665,396767.354996712,465627.165540011
Sikkim,2011,649.127655915829,532.129348847494,783.142087606673,26321.3029837568,24448.0515988187,28191.8154561213,3068.21560847836,2801.99242498553,3352.15395300653
Sikkim,2012,670.555849791745,561.93115606593,822.366306173474,27393.9792790779,25496.8469088687,29314.4264354223,3176.06150416185,2899.84651466374,3464.68011395376
Sikkim,2013,686.848458067005,577.046388600202,831.840941575624,28472.7091396915,26508.9978730112,30387.3749491249,3286.32245528148,2999.0112687916,3587.26565213538
Sikkim,2014,690.855812588308,577.059427110119,846.430156122675,29534.2702712962,27543.5495601489,31542.602961791,3396.92378301912,3100.07818468865,3702.13198908071
Sikkim,2015,696.384218881972,574.996514760569,862.61335209572,30569.3383506713,28543.0100703304,32782.234831245,3507.41261959783,3195.40364496166,3828.3335720526
Sikkim,2016,706.204447506999,582.658201194061,891.812440454403,31647.3859555074,29495.3329344635,33850.1158284233,3613.4652155903,3295.16960817078,3932.30264430818
Sikkim,2017,721.700587475617,590.521381273654,903.769086484966,32719.2583341552,30464.3865844898,35095.2194203395,3725.71306269046,3407.49923531772,4084.15382756901
Sikkim,2018,756.276596305109,616.765730334586,930.702495354981,33684.3405194549,31398.9049961542,35889.6466831609,3849.52377770674,3509.1985175271,4221.73998655512
Sikkim,2019,781.141424235739,637.895547028848,970.720841510478,34535.5386785675,32246.2192605288,36771.6293810123,3971.77437000265,3614.30953388601,4352.63144308842
Tamil Nadu,2011,191802.127733761,171813.881071778,209003.956180299,3928509.83035913,3646211.83047093,4203919.24886976,523973.910413252,481809.942502781,571529.558709422
Tamil Nadu,2012,195575.808669336,169966.820564436,214297.304827807,4088226.4846021,3805605.85944976,4375459.76950753,545487.557877244,502809.341985953,593717.559897607
Tamil Nadu,2013,202468.233314194,178396.852791309,221004.988193879,4252927.91420508,3969507.6809716,4545131.64134218,568275.802211609,525123.159592851,615279.202302755
Tamil Nadu,2014,206200.17655362,181938.485811288,226052.432075042,4408156.30626859,4125874.39206167,4691610.57019064,589835.312933743,545247.474932184,638908.24818586
Tamil Nadu,2015,205667.832318852,181554.712918912,228277.993670137,4553922.58592042,4268548.5958635,4847845.25795049,608489.168055479,561939.268896726,658272.848121869
Tamil Nadu,2016,204432.803824916,178656.901818806,228313.521669968,4691717.12339085,4393927.07125783,4991125.36685141,610210.11077688,562345.508996221,661027.110566245
Tamil Nadu,2017,207423.894741276,176168.25348071,239077.929810098,4830856.28500183,4501614.09457439,5160396.41008685,612433.736397993,563077.371020549,665337.503477044
Tamil Nadu,2018,216395.795640334,180279.105322249,252110.2492016,4971999.94611722,4627154.25462203,5313705.57389983,632037.392353747,581110.100703952,686641.49771343
Tamil Nadu,2019,220384.377999572,177640.156994983,262074.526690698,5104180.91861667,4758253.60436326,5454261.64201634,651933.702866141,597408.470632663,708017.224415607
Telangana,2011,63008.220852638,48777.3976236105,77945.3326395188,1555634.30455136,1446691.40010945,1663823.63890178,198010.051718269,181945.128557569,214922.401208987
Telangana,2012,64512.255680912,50798.0681744193,79450.3961475403,1616850.14755692,1502037.61391643,1726204.5072197,204489.824677423,188194.805625618,221175.167409297
Telangana,2013,66812.2874765374,53008.4300394369,81040.4855114376,1679592.12922107,1564914.56220436,1790255.21740438,211163.176452007,194695.86885906,228185.189320647
Telangana,2014,67547.833886815,53598.4819175159,83035.163666119,1741004.1340719,1624445.04578193,1853325.48851911,217735.83417781,201201.992366267,234890.108574907
Telangana,2015,68010.7797949352,54448.903511486,85047.564759411,1799021.79658502,1679712.96893181,1921377.58361632,224056.256050452,207127.979785809,241845.259338611
Telangana,2016,68127.8726725894,53100.5276996348,84931.1407366139,1854057.92918414,1727565.57361338,1979174.66430738,228091.103565858,210466.553612107,246281.032701086
Telangana,2017,69150.5665249346,54477.6755716736,86614.5849674197,1909650.78205401,1778597.37698921,2045537.23038922,232460.158399425,213452.497650615,251692.041087023
Telangana,2018,72420.2582339787,56404.4706235102,91139.0498658742,1963889.48324808,1829488.42701069,2096143.42783392,239554.308467172,220686.96575769,259022.827185956
Telangana,2019,74114.0529456079,57083.5695355411,95178.672111188,2011730.01745112,1876043.82617895,2151080.45891341,246583.491573227,226625.727312218,267381.669090649
Tripura,2011,6671.3370754881,5703.73814879117,7746.12383409997,171889.032412737,160398.590255706,183745.753913219,21265.3564968307,19611.6167144051,23057.8337461056
Tripura,2012,6923.96810716971,5863.88435144163,7974.1732684069,178452.683177094,166811.852371351,190146.101651709,21991.5697193546,20312.3579720611,23831.5032551589
Tripura,2013,7146.23013299217,6109.18410189116,8336.3435316317,185000.669649627,173402.372663732,196794.54681799,22726.6568844234,20958.5958244092,24574.2911652819
Tripura,2014,6782.09251597756,5795.79796197232,7854.23323935589,191364.107603569,179502.115395193,203524.022784883,23450.3143474313,21589.9795682397,25373.4043936963
Tripura,2015,7054.26840866224,5956.33984853923,8318.45704399026,197336.113919662,184795.451041495,209620.314959925,24154.4252082723,22217.7711879826,26111.1455328592
Tripura,2016,7549.4931669574,6501.31684767614,8748.93144290226,203217.205106759,190244.028387257,216178.80986924,24752.2391155207,22783.0278134179,26796.8628647793
Tripura,2017,7757.28643789053,6571.22127566848,9177.19193566459,208986.905494527,195410.148765317,222054.653627479,25356.1936595657,23306.0221640429,27627.3124152989
Tripura,2018,8097.55660709378,6784.51274990425,9720.8634511116,214448.394874564,200784.08348355,228233.579680374,26097.3100579187,23982.1049451508,28301.0048462151
Tripura,2019,8345.56558171059,6925.95461265558,9978.78973476969,219249.663851448,204773.969948311,233328.297225313,26860.3108531911,24665.5794774276,29104.5162908358
Uttar Pradesh,2011,231458.284195715,205264.272484583,296496.766271025,7620580.36007469,7015575.85241553,8234420.42979081,953222.972586186,875241.644009675,1036095.70146947
Uttar Pradesh,2012,241404.622968788,213734.516929689,299519.689065167,7922402.04912063,7317365.35835188,8514779.07192503,985926.796440157,910070.859888743,1071664.71830603
Uttar Pradesh,2013,267687.395561147,238287.166730314,346727.904920683,8219891.660856,7597569.72987154,8837544.47339481,1017946.56124405,941739.953668002,1103363.2153502
Uttar Pradesh,2014,283408.90773527,252561.980320452,357857.347464443,8490979.4480425,7878359.62358813,9133461.71491134,1047713.21072048,969807.1473147,1134413.1329216
Uttar Pradesh,2015,293601.139879584,259505.348375797,367393.546576556,8741295.98310043,8077889.91899239,9414844.58209859,1076584.46563118,996905.707594189,1163887.95909505
Uttar Pradesh,2016,297563.438268591,258922.471171795,383703.695326616,9107221.42167333,8406840.79320938,9803745.03083777,1122773.09528687,1039375.70414595,1215061.11958964
Uttar Pradesh,2017,306978.10654193,262134.226529119,400225.0883376,9483061.89312905,8716726.98514499,10225396.5935176,1171586.89936044,1078863.72446523,1271290.14888478
Uttar Pradesh,2018,322927.714194047,269748.789905706,406658.680300111,9728268.88572751,8958797.60315899,10490614.3238188,1204243.53682308,1107852.25861459,1302547.27519542
Uttar Pradesh,2019,328687.544259266,274455.779552079,409006.32158302,9929846.02433523,9190444.57909071,10736678.650301,1230923.77407067,1133763.91054328,1330644.34751217
Uttarakhand,2011,18479.7160362539,16062.814316598,22715.4030520849,473286.964882078,439796.744321992,507257.663962371,58831.4961946085,53945.0155241513,64120.7252196105
Uttarakhand,2012,18944.7983807755,16639.9565266358,22698.5036826858,491908.228922677,459021.679355656,526803.667134346,60724.4854036802,55767.4349037107,66081.5696911159
Uttarakhand,2013,19231.9530122195,16885.8731340254,23505.8144172452,510575.861110002,475931.991122837,545057.114557796,62665.1554298231,57624.7197791309,68184.6839067883
Uttarakhand,2014,19162.9163699046,16852.4880063002,23180.0649872932,529295.793215173,494445.953987554,563045.993580338,64633.5513241749,59407.8046471919,70159.1907166723
Uttarakhand,2015,19523.7374293562,17146.9956112778,23518.6884057864,547178.041254229,511113.82726513,582863.256231768,66620.345236707,61293.3632675969,72317.0477082224
Uttarakhand,2016,19954.8257159478,17490.4279475279,24576.8390826999,564769.636026901,526819.218966197,602553.529815551,68370.9456773873,62933.4312045945,74295.2478226094
Uttarakhand,2017,20308.744276031,17531.1393766163,24505.8211532401,582041.300461226,541784.090881026,622258.864283938,70193.8714713375,64415.9682137726,76506.491161197
Uttarakhand,2018,21009.0958765061,17798.7362938718,25995.9819695042,598500.848569733,557020.015747214,640164.306095686,72328.020851165,66238.9460565635,78649.8055184585
Uttarakhand,2019,21504.5326319535,17601.0335382789,26662.2645085988,613396.882699178,570577.037519651,655687.29488208,74394.4357550625,67930.0396712922,81018.0906603404
West Bengal,2011,186233.157978922,163728.272498278,202331.975482515,4414017.79944327,4125305.13002472,4710345.4581231,549658.524474437,510833.547512347,591755.1299015
West Bengal,2012,196228.444989374,168810.287801863,212533.077395582,4591509.49857758,4303504.83024989,4897754.60488372,569353.152467419,530272.786060532,612307.66468654
West Bengal,2013,195260.534911014,169584.269531144,212249.828426617,4769678.2527426,4473112.68392421,5092440.57634712,589274.002063425,549356.687801066,633006.05305198
West Bengal,2014,198797.605974261,172669.21107904,216328.309056792,4947139.2093223,4645454.15210273,5261817.74697925,608839.163376184,568534.579341476,652430.150446749
West Bengal,2015,200329.148673657,174104.382547854,218041.965706488,5119203.8439425,4798488.70495861,5452926.35241562,627517.654423253,584911.924457748,672452.611482833
West Bengal,2016,200857.985202963,175548.254244641,220999.240628361,5299101.15543485,4953634.11371324,5644344.11293342,640876.353807158,594504.320358881,686643.248281599
West Bengal,2017,204859.262791926,173083.348363428,233198.158493606,5479147.71214895,5115070.31071827,5842105.47681264,655755.007668403,605441.54949701,705643.569446014
West Bengal,2018,212995.951722192,178015.718662002,246550.485288723,5651018.98615159,5284365.2010317,6011241.1251279,678759.894017655,627405.210381985,728339.249363507
West Bengal,2019,220217.766184448,179568.914513178,257862.227573338,5808260.94685804,5423597.35206112,6188489.74358495,703807.677953461,651945.320796281,755953.70557815
