State,Year,Forecasted_CVD_DALY,Lower_80,Upper_80,Lower_95,Upper_95
Tamil Nadu,2027,6684881.202427508,6452633.283213797,6917129.12164122,6329688.661306618,7040073.743548399
Tamil Nadu,2028,6760338.537501508,6514002.419612788,7006674.655390229,6383599.955821314,7137077.119181703
Tamil Nadu,2029,6835795.872575508,6576134.8050781395,7095456.940072877,6438678.539051908,7232913.206099109
Tamil Nadu,2030,6911253.2076495085,6638918.382532961,7183588.032766056,6494753.03448822,7327753.380810797
Telangana,2020,2573411.755562431,2535066.001368234,2611757.5097566284,2514766.98526892,2632056.525855942
Telangana,2021,2545626.7281378517,2459883.0151111283,2631370.441164575,2414493.0352367004,2676760.421039003
Telangana,2022,2517841.700713272,2374365.026281135,2661318.3751454093,2298413.062748895,2737270.3386776494
Telangana,2023,2490056.6732886927,2280028.3277215897,2700085.0188557957,2168846.037594043,2811267.3089833423
Telangana,2024,2462271.6458641132,2177891.9216225636,2746651.370105663,2027350.389137303,2897192.9025909235
Telangana,2025,2434486.6184395337,2068691.4371021013,2800281.799776966,1875051.165028811,2993922.0718502565
Telangana,2026,2406701.5910149543,1952988.5087029561,2860414.6733269524,1712807.3111790293,3100595.8708508792
Telangana,2027,2378916.563590375,1831229.6453576586,2926603.481823091,1541301.7040714829,3216531.423109267
Telangana,2028,2351131.5361657953,1703780.6989486672,2998482.373382923,1361093.8658764637,3341169.206455127
Telangana,2029,2323346.508741216,1570948.4804889495,3075744.536993482,1172653.0235463982,3474039.9939360335
Telangana,2030,2295561.4813166363,1432995.0702216774,3158127.892411595,976379.9942247281,3614742.9684085445
Tripura,2020,231177.910910041,220788.68189663047,241567.13992345156,215288.9562703031,247066.86554977892
Tripura,2021,231177.910910041,216485.32233667577,245870.49948340625,208707.53576659277,253648.28605348925
Tripura,2022,231177.910910041,213183.23840734528,249172.58341273674,203657.43419485772,258698.3876252243
Tripura,2023,231177.910910041,210399.45288321993,251956.3689368621,199400.0016305652,262955.8201895168
Tripura,2024,231177.910910041,207946.88860224196,254408.93321784007,195649.1282441764,266706.69357590564
Tripura,2025,231177.910910041,205729.6010062665,256626.22081381554,192258.07949645584,270097.7423236262
Tripura,2026,231177.910910041,203690.5946268598,258665.22719322224,189139.68834050867,273216.13347957336
Tripura,2027,231177.910910041,201792.73376331053,260563.0880567715,186237.16062314453,276118.6611969375
Tripura,2028,231177.910910041,200010.2238698094,262345.5979502726,183511.0469908273,278844.7748292547
Tripura,2029,231177.910910041,198324.2840945597,264031.53772552236,180932.62460936914,281423.1972107129
Tripura,2030,231177.910910041,196720.73641148405,265635.08540859795,178480.21005905385,283875.6117610282
Union Territories other than Delhi,2020,183950.93761731742,182169.91381782753,185731.96141680732,181227.09676966065,186674.7784649742
Union Territories other than Delhi,2021,188972.7746347359,186454.02662258802,191491.52264688376,185120.68196623385,192824.86730323793
Union Territories other than Delhi,2022,193994.61165215436,190909.7879419485,197079.4353623602,189276.78091228133,198712.44239202738
Union Territories other than Delhi,2023,199016.44866957283,195454.40107059304,202578.4962685526,193568.76697425928,204464.13036488637
Union Territories other than Delhi,2024,204038.28568699126,200055.79540178692,208020.7759721956,197947.59239174007,210128.97898224246
Union Territories other than Delhi,2025,209060.1227044097,204697.52317590648,213422.72223291293,202388.10248710058,215732.14292171883
Union Territories other than Delhi,2026,214081.95972182817,209369.81366929054,218794.1057743658,206875.35422800898,221288.56521564737
Union Territories other than Delhi,2027,219103.79673924664,214066.30071495092,224141.29276354235,211399.61140224256,226807.98207625072
Union Territories other than Delhi,2028,224125.6337566651,218782.56235819543,229468.70515513478,215954.1112136948,232297.15629963542
Union Territories other than Delhi,2029,229147.47077408354,223515.37900072846,234779.56254743863,220533.9297116844,237761.01183648268
Union Territories other than Delhi,2030,234169.307791502,228262.32010590087,240076.29547710315,225135.3497111809,243203.26587182313
Uttar Pradesh,2020,10404753.596805355,10156781.901357511,10652725.292253198,10025513.61510663,10783993.57850408
Uttar Pradesh,2021,10684761.01399481,10334076.079207819,11035445.9487818,10148434.688482346,11221087.339507272
Uttar Pradesh,2022,10964768.431184262,10535268.8558296,11394268.006538924,10307905.514620576,11621631.347747948
Uttar Pradesh,2023,11244775.848373717,10748832.45747803,11740719.239269404,10486295.884976264,12003255.81177117
Uttar Pradesh,2024,11524783.265563171,10970301.698045917,12079264.833080426,10676776.886699043,12372789.6444273
Uttar Pradesh,2025,11804790.682752624,11197386.558252577,12412194.807252672,10875846.237528315,12733735.127976933
Uttar Pradesh,2026,12084798.099942079,11428726.661604038,12740869.53828012,11081423.421154562,13088172.778729595
Uttar Pradesh,2027,12364805.517131533,11663435.647557551,13066175.386705516,11292152.866106607,13437458.16815646
Uttar Pradesh,2028,12644812.934320986,11900897.847977456,13388728.020664517,11507092.989224806,13782532.879417166
Uttar Pradesh,2029,12924820.351510441,12140664.998641647,13708975.704379234,11725558.229541894,14124082.473478988
Uttar Pradesh,2030,13204827.768699896,12382398.696271118,14027256.841128673,11947031.043903973,14462624.493495818
Uttarakhand,2020,739112.9330984342,728306.2722262106,749919.5939706579,722585.5715219253,755640.2946749432
Uttarakhand,2021,738194.2180192944,714029.7896992151,762358.6463393738,701237.9140455024,775150.5219930864
Uttarakhand,2022,737275.5029401546,696840.6804612378,777710.3254190715,675435.7784135262,799115.227466783
Uttarakhand,2023,736356.7878610148,677166.268550761,795547.3071712686,645832.700346034,826880.8753759956
Uttarakhand,2024,735438.072781875,655293.7307707336,815582.4147930165,612867.8788624866,858008.2667012635
Uttarakhand,2025,734519.3577027352,631430.3832784068,837608.3321270637,576858.3766644949,892180.3387409756
Uttarakhand,2026,733600.6426235954,605734.5068056426,861466.7784415482,538046.2632420718,929155.022005119
Uttarakhand,2027,732681.9275444556,578331.9372034154,887031.9178854958,496623.9879218805,968739.8671670307
Uttarakhand,2028,731763.2124653158,549325.7794257486,914200.645504883,452749.23612364754,1010777.1888069841
Uttarakhand,2029,730844.497386176,518802.4994357897,942886.4953365624,406554.24612651306,1055134.748645839
Uttarakhand,2030,729925.7823070362,486835.9571006549,973015.6075134175,358151.97684944933,1101699.587764623
West Bengal,2020,7024353.853077509,6885316.161195384,7163391.544959635,6811714.053081058,7236993.653073961
West Bengal,2021,7168837.055743189,6972208.066202436,7365466.045283942,6868118.966687905,7469555.1447984725
West Bengal,2022,7313320.258408868,7072499.91190192,7554140.604915815,6945017.32110373,7681623.195714005
West Bengal,2023,7457803.461074546,7179728.077310295,7735878.844838797,7032523.861081644,7883083.061067448
West Bengal,2024,7602286.663740225,7291388.9332571225,7913184.394223328,7126809.616226201,8077763.711254249
West Bengal,2025,7746769.866405904,7406198.4662803905,8087341.266531418,7225910.857407131,8267628.875404677
West Bengal,2026,7891253.069071583,7523393.913487055,8259112.224656112,7328661.039446461,8453845.098696707
West Bengal,2027,8035736.271737263,7642478.292655756,8428994.250818769,7434300.093626696,8637172.44984783
West Bengal,2028,8180219.474402942,7763106.3987565655,8597332.550049318,7542300.074413588,8818138.874392295
West Bengal,2029,8324702.677068621,7885026.890108402,8764378.46402884,7652276.587877171,8997128.76626007
West Bengal,2030,8469185.8797343,8008050.024044247,8930321.735424353,7763939.447649856,9174432.311818743
