"","year","DALY-Andhra Pradesh","DALY-Arunachal Pradesh","DALY-Assam","DALY-Bihar","DALY-Chhattisgarh","DALY-Delhi","DALY-Goa","DALY-Gujarat","DALY-Haryana","DALY-Himachal Pradesh","DALY-Jammu and Kashmir","DALY-Jharkhand","DALY-Karnataka","DALY-Kerala","DALY-Madhya Pradesh","DALY-Maharashtra","DALY-Manipur","DALY-Meghalaya","DALY-Mizoram","DALY-Nagaland","DALY-Odisha","DALY-Punjab","DALY-Rajasthan","DALY-Sikkim","DALY-Tamil Nadu","DALY-Telangana","DALY-Tripura","DALY-Union Territories other than Delhi","DALY-Uttar Pradesh","DALY-Uttarakhand","DALY-West Bengal"
"1",2030,3750985,44552,1543623,4694894,2101094,749164,110065,5991603,1197974,456000,796453,1105849,4117646,3108392,5727855,9266108,198604,106820,22672,58559,2974958,2904591,3777363,23774,6911253,2295561,231178,234169,13204828,729926,8469186
